id,price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,region,suburbpopulation,postcode,ethnic_breakdown,suburb_median_house_price,median_house_rent_per_week,suburb_median_apartment_price,median_apartment_rent_per_week,public_housing_pct,avg_years_held,time_to_cbd_public_transport_town_hall_st,time_to_cbd_driving_town_hall_st,nearest_train_station,highlights_attractions,ideal_for,traffic,public_transport,affordability_rental,affordability_buying,nature,noise,things_to_see_do,family_friendliness,pet_friendliness,safety,overall_rating
6460,1916000.0,2021-11-27,Como,3,4,2,594,House,3977.0,49296,1.598,-34.00258,151.0648,42,0.1,220.1,20.31,Sutherland Shire,"4,250",2226,"English 29.2%,Australian 28.2%,Irish 11.2%,Scottish 6.9%,Chinese 3.0%",1200000.0,660.0,650000.0,510.0,0%,16.6,35.0,40.0,Como,"Como Pleasure Grounds,Como Hotel","Families,small families,retirees,professionals",7.0,6.0,5.0,4.0,9.0,8.0,2.0,8.0,7.0,9.0,6.5
1098,1730000.0,2017-10-24,Frenchs Forest,3,4,2,778,House,13473.0,44876,8.643,-33.75137,151.22303,148,1.5,174.0,12.68,Northern Beaches,"13,500",2086,"English 28.2%,Australian 24.1%,Irish 9.1%,Scottish 7.4%,Chinese 3.8%",1550000.0,900.0,0.0,520.0,0%,13.6,50.0,30.0,Roseville,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,2200000.0,2020-10-13,Penrith,3,6,3,894,House,13295.0,32240,12.202,-33.74515,150.68955,26,0.25,172.6,49.99,Western Suburbs,"13,500",2750,"English 25.5%,Australian 24.5%,Irish 8.6%,Scottish 6.4%,German 2.5%",630000.0,410.0,450000.0,380.0,11%,10.6,60.0,50.0,Penrith,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,1217000.0,2017-02-18,Condell Park,3,4,2,1085,House,11574.0,25428,3.895,-33.92599,151.00978,30,1.5,172.7,19.7,Western Suburbs,"11,750",2200,"Lebanese 22.8%,Vietnamese 11.6%,Australian 11.3%,English 8.6%,Greek 4.6%",875000.0,600.0,655000.0,530.0,3%,12.5,60.0,35.0,Bankstown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,341000.0,2019-05-17,Wiley Park,1,2,1,86,Apartment / Unit / Flat,10126.0,23036,1.362,-33.9234,151.06765,39,1.5,153.5,14.66,Western Suburbs,"10,250",2195,"Bangladeshi 12.0%,Lebanese 10.8%,Australian 6.6%,Chinese 6.5%,English 5.3%",775000.0,510.0,385000.0,355.0,3%,15.4,35.0,30.0,Wiley Park,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6870,1055000.0,2021-12-17,Berowra,0,0,0,1436,Vacant land,4721.0,44200,8.297,-33.62806,151.15004,194,0.1,220.1,26.88,Northern Suburbs,"5,500",2081,"English 31.9%,Australian 28.5%,Irish 9.6%,Scottish 7.4%,German 3.2%",1000000.0,620.0,0.0,450.0,0%,13.1,60.0,45.0,Berowra,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,1250000.0,2019-11-13,Beverly Hills,2,3,2,512,House,10156.0,30628,2.983,-33.94831,151.07815,49,0.75,166.4,15.28,Southern Suburbs,"10,250",2209,"Chinese 26.5%,English 10.5%,Australian 10.4%,Greek 8.5%,Italian 4.4%",1200000.0,600.0,660000.0,460.0,6%,14.9,40.0,25.0,Beverly Hills,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,5000000.0,2020-04-13,Drummoyne,3,5,4,828,House,11950.0,60840,2.31,-33.85205,151.15424,31,0.25,165.9,5.35,Inner West,"12,500",2047,"English 21.7%,Australian 17.6%,Irish 10.0%,Italian 7.3%,Scottish 6.7%",1950000.0,830.0,1050000.0,610.0,1%,14.9,15.0,12.0,Drummoyne Wharf (ferry),"Birkenhead Point,Drummoyne Oval,water views,some gorgeous homes","Professionals,families,retirees",2.0,6.0,4.0,3.0,9.0,4.0,8.0,9.0,9.0,9.0,6.3
636,830000.0,2017-01-27,Minchinbury,2,4,2,777,House,5619.0,37648,4.186,-33.78664,150.82899,70,1.5,172.7,36.32,Western Suburbs,"5,750",2770,"Australian 17.1%,English 15.6%,Filipino 8.6%,Indian 4.5%,Irish 4.1%",730000.0,460.0,0.0,420.0,2%,13.5,80.0,40.0,Mount Druitt,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120,2900000.0,2020-09-16,Queens Park,2,4,1,152,House,3066.0,64168,0.844,-33.89937,151.24727,57,0.25,172.6,5.13,Eastern Suburbs,"3,000",2022,"English 26.1%,Australian 20.3%,Irish 10.5%,Scottish 5.3%,Italian 3.3%",2700000.0,1400.0,1150000.0,690.0,3%,11.2,25.0,15.0,Bondi Junction,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,785000.0,2018-07-13,Marsfield,2,2,2,20695,Apartment / Unit / Flat,13297.0,32448,3.863,-33.77752,151.10509,87,1.5,166.6,13.73,North Shore,"13,500",2122,"Chinese 28.7%,English 13.5%,Australian 12.1%,Irish 4.8%,Italian 4.0%",1650000.0,715.0,800000.0,510.0,3%,10.8,55.0,25.0,Eastwood,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4988,2500000.0,2021-09-23,Kingsford,2,4,1,405,House,15482.0,24908,1.987,-33.9259,151.22847,27,0.1,220.1,6.95,Eastern Suburbs,"15,000",2032,"Chinese 29.6%,English 11.3%,Australian 10.2%,Greek 6.8%,Irish 5.9%",2100000.0,925.0,835000.0,570.0,2%,13.8,30.0,20.0,Kingsford (light rail),Kensington Park,"University students,professionals,families,retirees",4.0,7.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,5.2
82,1219000.0,2016-03-19,Mascot,2,3,1,251,House,14772.0,41912,11.961,-33.9466,151.18371,3,2.0,155.2,9.35,Southern Suburbs,"15,000",2020,"Chinese 18.1%,English 13.0%,Australian 11.7%,Irish 5.5%,Greek 4.3%",1250000.0,710.0,815000.0,690.0,2%,12.0,15.0,20.0,Mascot,"Mascot Memorial Park,Sydney Airport","Young professionals,professionals,small families",2.0,7.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,6.0,4.9
6645,3000000.0,2021-12-08,Killarney Heights,2,5,2,696,House,4469.0,43836,4.244,-33.7725,151.22111,105,0.1,210.1,10.33,Northern Beaches,"4,500",2087,"English 24.9%,Australian 19.7%,Chinese 8.5%,Irish 7.6%,Scottish 6.8%",1800000.0,975.0,0.0,650.0,0%,15.0,45.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,1715000.0,2020-08-14,Putney,2,4,2,369,Townhouse,4107.0,44876,1.508,-33.8268,151.10602,35,0.25,167.6,10.51,North Shore,"4,500",2112,"English 18.3%,Australian 17.3%,Italian 11.3%,Chinese 9.3%,Irish 7.1%",2150000.0,920.0,0.0,580.0,0%,15.1,40.0,25.0,Meadowbank,"Kissing Point Park,Putney Ferry,Putney Park","Families,professionals,retirees",4.0,4.0,3.0,2.0,9.0,8.0,7.0,10.0,9.0,10.0,6.6
4167,1165000.0,2021-05-18,Regents Park,1,3,2,716,House,4926.0,24908,1.987,-33.88245,151.02748,39,0.1,197.9,16.99,Western Suburbs,"5,000",2143,"Chinese 20.5%,English 8.8%,Australian 8.3%,Lebanese 7.4%,Vietnamese 6.5%",810000.0,465.0,430000.0,390.0,11%,13.9,35.0,30.0,Regents Park,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6897,2375000.0,2021-12-18,Petersham,2,3,1,240,House,8116.0,52884,1.287,-33.89452,151.1556,41,0.1,220.1,5.99,Inner West,"8,500",2049,"English 22.4%,Australian 17.7%,Irish 11.1%,Scottish 7.1%,Italian 3.8%",1500000.0,760.0,750000.0,460.0,3%,14.8,15.0,15.0,Petersham,White Cockatoo Hotel,"Small families,professionals,young professionals",3.0,7.0,5.0,3.0,5.0,3.0,8.0,6.0,8.0,6.0,5.4
4781,2350000.0,2021-08-27,Sandringham,4,4,0,588,House,1238.0,39728,0.495,-33.99813,151.14125,3,0.1,210.1,16.06,Southern Suburbs,"1,300",2219,"English 21.0%,Greek 15.4%,Australian 14.7%,Irish 8.6%,Scottish 4.1%",1700000.0,740.0,820000.0,510.0,0%,12.9,50.0,30.0,Kogarah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,570000.0,2020-04-15,Leumeah,2,3,2,556,House,9835.0,32292,4.055,-34.05375,150.83957,81,0.25,165.9,40.12,South West,"10,000",2560,"Australian 23.0%,English 22.7%,Irish 6.8%,Scottish 5.6%,Indian 3.4%",590000.0,385.0,380000.0,345.0,10%,12.7,60.0,50.0,Leumeah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7049,2015000.0,2021-12-22,Kellyville,3,4,2,601,House,27971.0,46228,18.645,-33.69583,150.95622,78,0.1,220.1,30.08,Hills Shire,"28,000",2155,"English 19.5%,Australian 18.3%,Chinese 8.1%,Irish 5.9%,Indian 5.9%",1200000.0,650.0,790000.0,525.0,0%,8.8,55.0,35.0,Kellyville (metro),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7062,1350000.0,2021-12-22,Kings Langley,1,3,2,749,House,9353.0,42900,3.667,-33.75075,150.93583,81,0.1,220.1,28.37,Western Suburbs,"9,500",2147,"Australian 23.8%,English 23.5%,Irish 8.0%,Scottish 6.0%,Italian 3.9%",940000.0,515.0,0.0,455.0,0%,15.2,60.0,40.0,Bella Vista (metro),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6290,2100000.0,2021-11-23,Forestville,1,3,2,556,House,8329.0,39884,4.687,-33.76172,151.21039,130,0.1,220.1,11.47,Northern Beaches,"8,500",2087,"English 26.8%,Australian 21.4%,Irish 8.1%,Scottish 6.7%,Chinese 5.6%",1600000.0,870.0,930000.0,600.0,2%,13.9,40.0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,596000.0,2019-12-08,Macquarie Park,1,1,1,66,Apartment / Unit / Flat,8144.0,34216,6.763,-33.7788,151.12627,55,1.0,159.0,12.32,North Shore,"8,500",2113,"Chinese 20.8%,English 12.6%,Australian 10.2%,Indian 9.4%,Irish 7.5%",0.0,0.0,830000.0,530.0,10%,10.5,35.0,25.0,Macquarie Park (metro),"Macquarie Centre,Macquarie University","University students,professionals,young professionals",3.0,7.0,6.0,6.0,7.0,3.0,6.0,4.0,4.0,8.0,5.4
332,1600000.0,2016-09-25,Sans Souci,2,3,4,569,House,10304.0,37336,3.065,-33.99452,151.13524,3,1.5,167.6,15.92,Southern Suburbs,"10,500",2219,"English 16.4%,Australian 16.2%,Greek 14.4%,Irish 6.2%,Italian 4.6%",1450000.0,690.0,760000.0,495.0,3%,12.7,50.0,30.0,Kogarah,"Cook Park,various yacht/sailing clubs,waterfront views","Small families,families,professionals,retirees",4.0,2.0,6.0,4.0,9.0,7.0,7.0,7.0,8.0,8.0,6.2
802,1130000.0,2017-05-15,Cobbitty,2,4,2,825,New House & Land,2063.0,43576,52.164,-33.99798,150.67997,66,1.5,176.6,51.16,South West,"2,250",2570,"English 28.3%,Australian 27.4%,Irish 7.7%,Italian 6.1%,Scottish 5.8%",735000.0,515.0,0.0,0.0,1%,7.2,150.0,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,1800000.0,2020-07-17,Seaforth,2,4,4,485,House,7139.0,55224,3.108,-33.79114,151.2431,86,0.25,167.6,8.76,Northern Beaches,"7,250",2092,"English 30.7%,Australian 21.3%,Irish 10.2%,Scottish 7.5%,Chinese 3.6%",2400000.0,1300.0,1300000.0,730.0,3%,11.7,55.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,1250000.0,2021-09-21,Elderslie,2,4,2,486,House,6005.0,43160,5.041,-34.0577,150.71508,86,0.1,220.1,50.48,South West,"6,000",2570,"English 29.8%,Australian 29.2%,Irish 9.5%,Scottish 7.2%,Italian 3.3%",665000.0,495.0,0.0,375.0,5%,7.2,120.0,60.0,Campbelltown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,1090000.0,2020-01-29,Lurnea,2,3,2,1275,House,9311.0,22724,2.504,-33.93623,150.89729,34,0.75,169.6,29.97,Western Suburbs,"9,500",2170,"Australian 14.7%,Lebanese 13.3%,English 12.3%,Iraqi 5.2%,Vietnamese 3.2%",640000.0,440.0,495000.0,395.0,16%,10.1,80.0,40.0,Liverpool,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6052,1850000.0,2021-11-16,Tempe,2,4,2,325,House,3556.0,41600,1.854,-33.92488,151.16476,12,0.1,220.1,7.83,Inner West,"4,000",2044,"English 19.5%,Australian 17.4%,Irish 9.0%,Chinese 5.8%,Scottish 5.6%",1200000.0,700.0,740000.0,470.0,1%,10.8,15.0,20.0,Tempe,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6210,1780000.0,2021-11-20,West Ryde,2,3,2,253,Villa,13394.0,38584,3.566,-33.8063,151.08417,35,0.1,220.1,13.34,North Shore,"13,500",2114,"Chinese 19.4%,English 12.9%,Australian 12.4%,Korean 7.0%,Indian 6.2%",1500000.0,610.0,630000.0,410.0,4%,14.2,30.0,25.0,West Ryde,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6822,1350000.0,2021-12-16,Yarrawarrah,2,4,2,630,House,2733.0,45292,1.244,-34.05435,151.02929,120,0.1,220.1,26.82,Sutherland Shire,"2,800",2233,"Australian 31.7%,English 31.0%,Irish 11.3%,Scottish 6.9%,German 2.8%",1000000.0,0.0,0.0,0.0,0%,15.7,60.0,50.0,Engadine,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6015,1008000.0,2021-11-13,Girraween,2,3,2,325,Duplex,5590.0,35152,2.316,-33.80002,150.94399,58,0.1,220.1,25.65,Western Suburbs,"5,750",2145,"Indian 28.6%,Australian 10.8%,English 9.3%,Sri Lankan 4.5%,Maltese 4.0%",850000.0,510.0,650000.0,460.0,5%,9.4,60.0,35.0,Pendle Hill,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,1186000.0,2020-05-13,Baulkham Hills,2,4,2,696,House,37050.0,41288,16.003,-33.74634,150.98287,93,0.25,165.9,24.81,Hills Shire,"37,000",2153,"English 19.4%,Australian 19.2%,Chinese 11.6%,Irish 6.7%,Indian 5.8%",1200000.0,590.0,730000.0,510.0,1%,14.5,35.0,30.0,Hills Showground (metro),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4983,3425000.0,2021-09-23,Cheltenham,3,4,2,1170,House,2243.0,48152,1.654,-33.75721,151.0782,110,0.1,220.1,17.09,North Shore,"2,500",2119,"English 23.0%,Australian 21.1%,Chinese 15.5%,Irish 7.6%,Scottish 7.4%",1550000.0,760.0,0.0,0.0,0%,14.5,45.0,25.0,Cheltenham,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,973000.0,2019-10-14,Kellyville,2,4,2,300,House,27971.0,46228,18.645,-33.69583,150.95622,78,0.76,166.4,30.08,Hills Shire,"28,000",2155,"English 19.5%,Australian 18.3%,Chinese 8.1%,Irish 5.9%,Indian 5.9%",1200000.0,650.0,790000.0,525.0,0%,8.8,55.0,35.0,Kellyville (metro),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5605,2820000.0,2021-10-28,Drummoyne,1,3,2,396,House,11950.0,60840,2.31,-33.85205,151.15424,31,0.1,220.1,5.35,Inner West,"12,500",2047,"English 21.7%,Australian 17.6%,Irish 10.0%,Italian 7.3%,Scottish 6.7%",1950000.0,830.0,1050000.0,610.0,1%,14.9,15.0,12.0,Drummoyne Wharf (ferry),"Birkenhead Point,Drummoyne Oval,water views,some gorgeous homes","Professionals,families,retirees",2.0,6.0,4.0,3.0,9.0,4.0,8.0,9.0,9.0,9.0,6.3
4986,2700000.0,2021-09-23,Leichhardt,2,3,0,183,House,14625.0,56784,2.595,-33.88143,151.15595,31,0.1,220.1,5.31,Inner West,"15,000",2040,"English 23.1%,Australian 18.3%,Irish 10.6%,Italian 7.2%,Scottish 6.9%",1450000.0,770.0,875000.0,560.0,3%,12.2,25.0,15.0,Leichhardt North (light rail),"Pioneers Memorial Park,Italian dining,historic architecture","Young professionals,professionals,small families",3.0,6.0,5.0,5.0,6.0,3.0,9.0,7.0,7.0,7.0,5.8
1069,560000.0,2017-10-10,Leumeah,2,3,2,560,House,9835.0,32292,4.055,-34.05375,150.83957,81,1.5,174.0,40.12,South West,"10,000",2560,"Australian 23.0%,English 22.7%,Irish 6.8%,Scottish 5.6%,Indian 3.4%",590000.0,385.0,380000.0,345.0,10%,12.7,60.0,50.0,Leumeah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6476,1513000.0,2021-11-27,Petersham,2,2,1,188,House,8116.0,52884,1.287,-33.89452,151.1556,41,0.1,220.1,5.99,Inner West,"8,500",2049,"English 22.4%,Australian 17.7%,Irish 11.1%,Scottish 7.1%,Italian 3.8%",1500000.0,760.0,750000.0,460.0,3%,14.8,15.0,15.0,Petersham,White Cockatoo Hotel,"Small families,professionals,young professionals",3.0,7.0,5.0,3.0,5.0,3.0,8.0,6.0,8.0,6.0,5.4
4190,1100000.0,2021-05-21,Woodcroft,2,4,2,450,House,6440.0,40768,1.693,-33.75523,150.88065,38,0.1,197.9,32.83,Western Suburbs,"6,500",2767,"Filipino 24.2%,Indian 14.5%,Australian 9.3%,English 7.5%,Chinese 5.4%",710000.0,490.0,0.0,520.0,2%,8.4,65.0,40.0,Doonside,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,2130000.0,2020-05-29,Marrickville,2,4,1,518,House,26592.0,41236,5.771,-33.91228,151.15592,14,0.25,165.9,7.23,Inner West,"28,000",2204,"English 18.1%,Australian 15.3%,Irish 8.8%,Greek 6.6%,Scottish 5.6%",1400000.0,750.0,740000.0,500.0,5%,13.4,20.0,35.0,Marrickville,"Batch Brewing Co,Organic Foods & Farmers Market,Marrickville Metro","Young professionals,small families",4.0,7.0,5.0,4.0,6.0,3.0,9.0,7.0,6.0,6.0,5.7
471,2200000.0,2016-11-11,St Ives,3,5,2,955,House,17300.0,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,Upper North Shore,"17,500",2075,"English 24.0%,Australian 16.1%,Chinese 11.7%,Scottish 6.5%,Irish 6.3%",1900000.0,1050.0,915000.0,635.0,0%,11.9,50.0,30.0,Pymble,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,590000.0,2018-05-18,Ruse,1,3,1,645,House,5584.0,36764,2.596,-34.06927,150.83989,115,1.5,169.8,41.01,South West,"5,750",2560,"Australian 27.9%,English 26.4%,Irish 8.8%,Scottish 6.9%,Italian 2.4%",600000.0,425.0,0.0,350.0,2%,13.5,85.0,55.0,Campbelltown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6403,1720000.0,2021-11-26,Ermington,3,4,1,321,House,10737.0,33644,4.135,-33.8105,151.06162,40,0.1,220.1,15.0,North Shore,"11,000",2115,"Australian 17.3%,English 17.2%,Chinese 11.4%,Irish 6.5%,Lebanese 5.1%",1200000.0,570.0,725000.0,510.0,17%,11.7,50.0,30.0,Meadowbank,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,1806000.0,2017-11-28,Frenchs Forest,3,4,3,696,House,13473.0,44876,8.643,-33.75137,151.22303,148,1.5,174.0,12.68,Northern Beaches,"13,500",2086,"English 28.2%,Australian 24.1%,Irish 9.1%,Scottish 7.4%,Chinese 3.8%",1550000.0,900.0,0.0,520.0,0%,13.6,50.0,30.0,Roseville,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6958,1085000.0,2021-12-18,Prospect,4,5,2,550,House,4716.0,37544,13.776,-33.81244,150.90067,57,0.1,220.1,29.21,Western Suburbs,"4,750",2148,"English 15.8%,Australian 15.7%,Indian 6.4%,Maltese 5.3%,Irish 4.8%",760000.0,450.0,545000.0,420.0,1%,14.2,80.0,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3324,1575000.0,2020-10-28,Port Hacking,1,3,1,803,House,1093.0,55120,0.407,-34.06694,151.1244,52,0.25,172.6,23.74,Sutherland Shire,"1,100",2229,"English 29.3%,Australian 27.5%,Irish 9.7%,Scottish 7.6%,German 3.8%",1800000.0,0.0,0.0,0.0,0%,15.8,80.0,45.0,Caringbah,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5478,1730000.0,2021-10-22,Earlwood,1,3,1,246,House,17741.0,35412,5.609,-33.92492,151.13127,33,0.1,220.1,9.84,Inner West,"18,500",2206,"Greek 18.0%,Australian 12.5%,English 12.1%,Italian 7.2%,Lebanese 5.9%",1400000.0,690.0,775000.0,515.0,1%,13.8,45.0,25.0,Bardwell Park,Gough Whitlam Park,"Families,small families,retirees",5.0,3.0,6.0,4.0,7.0,6.0,4.0,8.0,8.0,5.0,5.6
1420,795000.0,2018-05-17,Oran Park,2,4,2,604,House,4765.0,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,South West,"5,000",2570,"Australian 23.3%,English 17.5%,Italian 7.0%,Irish 4.2%,Scottish 4.1%",710000.0,510.0,620000.0,350.0,0%,1.7,95.0,55.0,Minto,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3142,610000.0,2020-09-20,Kingswood,1,3,2,550,House,9301.0,33228,4.782,-33.76129,150.72784,42,0.25,172.6,46.09,Western Suburbs,"9,500",2747,"English 24.1%,Australian 24.0%,Irish 7.0%,Scottish 5.1%,Indian 4.5%",620000.0,390.0,420000.0,360.0,11%,11.0,60.0,50.0,Kingswood,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,735000.0,2017-05-29,Dulwich Hill,1,1,1,57,Apartment / Unit / Flat,13715.0,47528,2.122,-33.9047,151.13884,32,1.5,176.6,7.9,Inner West,"14,500",2203,"English 19.4%,Australian 16.4%,Irish 9.5%,Scottish 6.2%,Greek 5.2%",1500000.0,725.0,780000.0,475.0,2%,14.0,20.0,20.0,Dulwich Hill,"Jack Shanahan Reserve,heritage homes,boutique cafes","Professionals,families,retirees",5.0,8.0,6.0,4.0,8.0,7.0,6.0,8.0,9.0,8.0,6.9
6254,4360000.0,2021-11-22,Eastwood,2,4,1,1467,House,17865.0,30368,5.194,-33.78849,151.08514,75,0.1,220.1,14.34,North Shore,"18,000",2122,"Chinese 38.4%,English 11.2%,Australian 10.1%,Korean 8.2%,Irish 4.2%",1600000.0,690.0,750000.0,450.0,4%,13.0,35.0,30.0,Eastwood,"Endless dining options,multiple parklands,Brickyard redevelopment","Families,retirees,professionals",2.0,6.0,6.0,3.0,8.0,6.0,7.0,9.0,8.0,7.0,6.2
2704,2200000.0,2020-02-27,St Marys,3,8,8,2428,House,12195.0,32760,9.696,-33.75951,150.77085,29,0.75,169.6,42.31,Western Suburbs,"12,250",2760,"Australian 20.4%,English 20.0%,Irish 5.8%,Scottish 4.7%,Filipino 4.0%",585000.0,370.0,445000.0,360.0,8%,12.0,60.0,50.0,St Marys,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6455,2205000.0,2021-11-27,Frenchs Forest,1,3,2,721,House,13473.0,44876,8.643,-33.75137,151.22303,148,0.1,220.1,12.68,Northern Beaches,"13,500",2086,"English 28.2%,Australian 24.1%,Irish 9.1%,Scottish 7.4%,Chinese 3.8%",1550000.0,900.0,0.0,520.0,0%,13.6,50.0,30.0,Roseville,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6793,1865000.0,2021-12-15,Carlingford,2,4,2,695,House,24394.0,33696,8.528,-33.77523,151.0454,102,0.1,220.1,18.2,Western Suburbs,"25,000",2118,"Chinese 32.0%,English 13.2%,Australian 12.2%,Korean 5.6%,Irish 4.3%",1300000.0,610.0,700000.0,500.0,2%,16.6,55.0,30.0,Carlingford (soon to close),"Balaka Falls,bushwalks & cycling tracks","Families,small families,retirees,professionals",4.0,3.0,6.0,4.0,8.0,6.0,8.0,8.0,7.0,7.0,6.1
1599,635000.0,2018-09-13,Westmead,2,2,1,160,Apartment / Unit / Flat,16309.0,40040,2.945,-33.80918,150.98696,41,1.5,160.5,21.55,Western Suburbs,"16,500",2145,"Indian 37.1%,Chinese 7.6%,English 6.6%,Australian 5.9%,Sri Lankan 2.4%",1100000.0,485.0,565000.0,445.0,8%,17.8,35.0,35.0,Westmead,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,1655000.0,2016-11-26,Balmain,1,2,0,101,House,10453.0,69784,1.538,-33.85833,151.18067,36,1.5,167.6,2.81,Inner West,"10,500",2041,"English 23.4%,Australian 17.3%,Irish 7.8%,Scottish 6.0%,Chinese 3.3%",1900000.0,890.0,1000000.0,650.0,6%,12.3,15.0,15.0,"Rozelle Bay (Light Rail),Balmain East Wharf","Thornton Park,Balmain Market,Misc. historic buildings","Retirees,professionals,smaller families",4.0,4.0,3.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0
2798,2700000.0,2020-04-24,Manly,1,3,1,278,House,15866.0,66560,5.567,-33.80338,151.29117,42,0.25,165.9,10.17,Northern Beaches,"16,500",2095,"English 29.3%,Australian 16.6%,Irish 10.4%,Scottish 8.0%,German 3.8%",2900000.0,1450.0,1350000.0,750.0,3%,13.2,45.0,50.0,Manly (ferry),"Manly Beach,Shelly Beach,Freshwater Beach,Quarantine Station","Professionals,families,retirees",3.0,4.0,3.0,2.0,10.0,8.0,8.0,9.0,9.0,9.0,6.22
3343,1962000.0,2020-10-31,Killarney Heights,2,3,2,696,House,4469.0,43836,4.244,-33.7725,151.22111,105,0.25,172.6,10.33,Northern Beaches,"4,500",2087,"English 24.9%,Australian 19.7%,Chinese 8.5%,Irish 7.6%,Scottish 6.8%",1800000.0,975.0,0.0,650.0,0%,15.0,45.0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6485,1315000.0,2021-11-27,Edmondson Park,4,5,2,450,House,2271.0,42640,6.946,-33.96407,150.85104,64,0.1,220.1,34.95,South West,"2,300",2174,"Indian 14.8%,Australian 11.7%,English 7.2%,Italian 6.3%,Chinese 4.8%",800000.0,575.0,545000.0,390.0,3%,4.5,70.0,45.0,Edmonson Park,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
